utcDate,homeTeam,awayTeam,score
2026-04-25T00:00:00Z,WOB,BMG,
2026-04-25T00:00:00Z,RBL,UNB,
2026-04-25T00:00:00Z,HEI,STP,
2026-04-25T00:00:00Z,HSV,TSG,
2026-05-03T00:00:00Z,BMG,BVB,
2026-05-03T00:00:00Z,STP,M05,
2026-05-03T00:00:00Z,B04,RBL,
2026-05-03T00:00:00Z,TSG,VFB,
2026-05-03T00:00:00Z,SCF,WOB,
2026-05-03T00:00:00Z,SVW,FCA,
2026-05-03T00:00:00Z,FCB,HEI,
2026-05-03T00:00:00Z,UNB,KOE,
2026-05-03T00:00:00Z,SGE,HSV,
2026-05-09T00:00:00Z,WOB,FCB,
2026-05-09T00:00:00Z,VFB,B04,
2026-05-09T00:00:00Z,BVB,SGE,
2026-05-09T00:00:00Z,HSV,SCF,
2026-05-09T00:00:00Z,TSG,SVW,
2026-05-09T00:00:00Z,FCA,BMG,
2026-05-09T00:00:00Z,M05,UNB,
2026-05-09T00:00:00Z,RBL,STP,
2026-05-09T00:00:00Z,KOE,HEI,
2026-05-16T13:30:00Z,SVW,BVB,
2026-05-16T13:30:00Z,HEI,M05,
2026-05-16T13:30:00Z,SCF,RBL,
2026-05-16T13:30:00Z,SGE,VFB,
2026-05-16T13:30:00Z,STP,WOB,
2026-05-16T13:30:00Z,UNB,FCA,
2026-05-16T13:30:00Z,BMG,TSG,
2026-05-16T13:30:00Z,FCB,KOE,
2026-05-16T13:30:00Z,B04,HSV,
